"L66900000384","66900","000384"
"L66254000659","66254","000659"
"L66850007682","66850","007682"
"L66462000284","66462","000284"
"L66808002269","66808","002269"
"L66579000381","66579","000381"
"L66862006604","66862","006604"
"L66371004424","66371","004424"
"L66461002756","66461","002756"
"L66010000067","66010","000067"
"L66401002079","66401","002079"
"L66203001437","66203","001437"
"l66861004118","66861","004118"
"L66581004686","66581","004686"
"L66642001540","66642","001540"
"l66563000663","66563","000663"
"l66563000652","66563","000652"
"L66261002747","66261","002747"
"L66743002275","66743","002275"
"L66274000504","66274","000504"
"L66581011251","66581","011251"
"L66943009634","66943","009634"
"L66943008835","66943","008835"
"L66013000157","66013","000157"
"L66007000907","66007","000907"
"L66628005961","66628","005961"
"L66630004608","66630","004608"
"L66011001152","66011","001152"
"L66291001266","66291","001266"
"L66515004936","66515","004936"
"L66501001783","66501","001783"
"L65997000801","65997","000801"
"L66119003100","66119","003100"
"L66722000804","66722","000804"
"L66808001279","66808","001279"
"L66012003785","66012","003785"
"L66077000587","66077","000587"
"L66264000231","66264","000231"
"L66562000062","66562","000062"
"L65937001472","65937","001472"
"L66886000211","66886","000211"
"L66196001246","66196","001246"
"L66466000540","66466","000540"
"L66862004618","66862","004618"
"L66632004325","66632","004325"
"L66468001325","66468","001325"
"L66259003950","66259","003950"
"L66365008000","66365","008000"
"L66342004397","66342","004397"
"L66591001035","66591","001035"
"L65809001185","65809","001185"
"L65782000771","65782","000771"
"L66781000432","66781","000432"
"L65809005426","65809","005426"
"L65842001740","65842","001740"
"L66862005864","66862","005864"
"L66806000425","66806","000425"
"L66099009079","66099","009079"
"L66268000811","66268","000811"
"L66889001427","66889","001427"
"L66638005246","66638","005246"
"L65895000083","65895","000083"
"L66743003951","66743","003951"
"L66578000401","66578","000401"
"L66722002030","66722","002030"
"L66581006617","66581","006617"
"L65736001456","65736","001456"
"L66943015338","66943","015338"
"L66294000441","66294","000441"
"L66801000128","66801","000128"
"L65813000310","65813","000310"
"L66224001349","66224","001349"
"L65794001218","65794","001218"
"L65809000035","65809","000035"
"L66488000709","66488","000709"
"L66744002675","66744","002675"
"L66777007552","66777","007552"
"L66367001022","66367","001022"
"L66802002993","66802","002993"
"L66641002670","66641","002670"
"L66955002497","66955","002497"
"L66341000925","66341","000925"
"L66341000919","66341","000919"
"L66535003204","66535","003204"
"L66257004703","66257","004703"
"L66119000618","66119","000618"
"L66265000119","66265","000119"
"L66229003815","66229","003815"
"L66227004302","66227","004302"
"L66581007996","66581","007996"
"L66981006700","66981","006700"
"L66341000923","66341","000923"
"L66227005630","66227","005630"
"L66581008000","66581","008000"
"L66581007990","66581","007990"
"L66944001015","66944","001015"
"L66722001368","66722","001368"
"L66808001249","66808","001249"
"L66703000752","66703","000752"
"L66702003110","66702","003110"
"L66803001094","66803","001094"
"L66702003343","66702","003343"
"L66702003355","66702","003355"
"L66804000642","66804","000642"
"L66861010022","66861","010022"
"L66099000642","66099","000642"
"L66331001355","66331","001355"
"L65812000277","65812","000277"
"L66561000359","66561","000359"
"L66805000600","66805","000600"
"L66743003816","66743","003816"
"L66099010028","66099","010028"
"l66702001561","66702","001561"
"L66635000325","66635","000325"
"L66743002157","66743","002157"
"L67215001244","67215","001244"
"L66269001081","66269","001081"
"L66084005861","66084","005861"
"L65910019925","65910","019925"
"L66223000718","66223","000718"
"L66866012313","66866","012313"
"L66523003012","66523","003012"
"L66943016852","66943","016852"
"L66866006999","66866","006999"
"L66399000978","66399","000978"
"L66772007379","66772","007379"
"L66777004210","66777","004210"
"L67057000753","67057","000753"
"L66343001968","66343","001968"
"L66291000760","66291","000760"
"L66803000611","66803","000611"
"L66862011900","66862","011900"
"L66659004664","66659","004664"
"L66700000151","66700","000151"
"L66780000025","66780","000025"
"L66097003382","66097","003382"
"L66892002783","66892","002783"
"L66227004920","66227","004920"
"L66777009612","66777","009612"
"L67056001549","67056","001549"
"L65735002487","65735","002487"
"L66592000008","66592","000008"
"L66365006206","66365","006206"
"L66343007128","66343","007128"
"L66941004324","66941","004324"
"L66366006218","66366","006218"
"L66291000795","66291","000795"
"L66343007144","66343","007144"
"L66943017192","66943","017192"
"L66495019588","66495","019588"
"L66534004319","66534","004319"
"L66515002820","66515","002820"
"L66719000542","66719","000542"
"L66266001587","66266","001587"
"L66259002335","66259","002335"
"L66941005659","66941","005659"
"L66628006112","66628","006112"
"L66981006657","66981","006657"
"L66866000273","66866","000273"
"L66772005317","66772","005317"
"L66772004629","66772","004629"
"L66577003224","66577","003224"
"L66850007661","66850","007661"
"L66850007672","66850","007672"
"L66850007668","66850","007668"
"L66850007669","66850","007669"
"L66495008698","66495","008698"
"L66665000461","66665","000461"
"L66862003958","66862","003958"
"L66889003026","66889","003026"
"L66889003038","66889","003038"
"L66894002833","66894","002833"
"L66570003824","66570","003824"
"L66566002122","66566","002122"
"L66889001372","66889","001372"
"L66371003692","66371","003692"
"L66722003039","66722","003039"
"L66224003455","66224","003455"
"L66944003117","66944","003117"
"L66632002266","66632","002266"
"L66896000670","66896","000670"
"L66495001388","66495","001388"
"L66702003641","66702","003641"
"L66229000823","66229","000823"
"L66343012228","66343","012228"
"L66084008128","66084","008128"
"L66398000777","66398","000777"
"L66981007923","66981","007923"
"L66579001649","66579","001649"
"L66500000295","66500","000295"
"L66570000121","66570","000121"
"L66581010054","66581","010054"
"L66943002956","66943","002956"
"L66016003184","66016","003184"
"L66496001612","66496","001612"
"L65809000764","65809","000764"
"L66007002037","66007","002037"
"L65736000630","65736","000630"
"L66722002815","66722","002815"
"L66802000008","66802","000008"
"L67021003347","67021","003347"
"L66700000545","66700","000545"
"L66802001471","66802","001471"
"L66014005722","66014","005722"
"l65883001557","65883","001557"
"l66523000732","66523","000732"
"L66943018458","66943","018458"
"L66862007840","66862","007840"
"L66477001657","66477","001657"
"L66862007845","66862","007845"
"L66767000618","66767","000618"
"L66889002167","66889","002167"
"L66700000152","66700","000152"
"L66894002368","66894","002368"
"L66896002857","66896","002857"
"L66495016271","66495","016271"
"L66121009392","66121","009392"
"L66121009389","66121","009389"
"L66366006580","66366","006580"
"L66567000239","66567","000239"
"L66700000362","66700","000362"
"L66700000183","66700","000183"
"L65835002723","65835","002723"
"L66889003602","66889","003602"
"L66850001000","66850","001000"
"L65792000581","65792","000581"
"L66261004323","66261","004323"
"L65708000565","65708","000565"
"L66007000581","66007","000581"
"L66100011369","66100","011369"
"L66577001830","66577","001830"
"L66777003688","66777","003688"
"L66261000107","66261","000107"
"L66861005130","66861","005130"
"L66100004038","66100","004038"
"L66862006137","66862","006137"
"L66861001432","66861","001432"
"L66866005837","66866","005837"
"L66861008121","66861","008121"
"L66534003556","66534","003556"
"L66534003572","66534","003572"
"L66495010234","66495","010234"
"L66488005455","66488","005455"
"L66488005438","66488","005438"
"L66704000531","66704","000531"
"L67077002148","67077","002148"
"L66700000783","66700","000783"
"L67077002147","67077","002147"
"L66495010055","66495","010055"
"L66495010069","66495","010069"
"L66495011358","66495","011358"
"L66495011352","66495","011352"
"L66495011362","66495","011362"
"L66488001753","66488","001753"
"L66495011360","66495","011360"
"L66495011354","66495","011354"
"L66495011349","66495","011349"
"L67077002160","67077","002160"
"L66495011356","66495","011356"
"L66495011365","66495","011365"
"L66495011366","66495","011366"
"L67077002143","67077","002143"
"L66495011353","66495","011353"
"L66366002955","66366","002955"
"L66638002987","66638","002987"
"L66009000420","66009","000420"
"L66365002963","66365","002963"
"L66371004562","66371","004562"
"L66366003000","66366","003000"
"L66632003360","66632","003360"
"L66866004071","66866","004071"
"L66262000614","66262","000614"
"L66943013223","66943","013223"
"L66639000199","66639","000199"
"L67088002787","67088","002787"
"L66804000465","66804","000465"
"L66744008822","66744","008822"
"L66488002962","66488","002962"
"L67078005239","67078","005239"
"L66862007106","66862","007106"
"L66630007418","66630","007418"
"L65883003195","65883","003195"
"L66535007082","66535","007082"
"L66664000749","66664","000749"
"L66743002020","66743","002020"
"L66265001027","66265","001027"
"L66898001740","66898","001740"
"L66203000008","66203","000008"
"L66569000639","66569","000639"
"L66469001952","66469","001952"
"L66981005744","66981","005744"
"L65805003314","65805","003314"
"L65719000018","65719","000018"
"L66224015283","66224","015283"
"L66861009072","66861","009072"
"L66367001814","66367","001814"
"L66659003482","66659","003482"
"l66664000283","66664","000283"
"L66534003746","66534","003746"
"L66571001415","66571","001415"
"L66341000785","66341","000785"
"L66341000786","66341","000786"
"L67005005112","67005","005112"
"L66850000481","66850","000481"
"L66488003789","66488","003789"
"L66889003594","66889","003594"
"L66477000824","66477","000824"
"L67005005092","67005","005092"
"L66635002289","66635","002289"
"L66496000144","66496","000144"
"L66371005692","66371","005692"
"L65875010415","65875","010415"
"L67080005729","67080","005729"
"L66579000228","66579","000228"
"L66850004014","66850","004014"
"L66635000591","66635","000591"
"L66808002053","66808","002053"
"L66808002054","66808","002054"
"L67016002086","67016","002086"
"L66850006133","66850","006133"
"L66497000451","66497","000451"
"L66012001094","66012","001094"
"L67022000016","67022","000016"
"L66580000391","66580","000391"
"L66013001557","66013","001557"
"L66664002595","66664","002595"
"L65781000388","65781","000388"
"L66664002601","66664","002601"
"L66943001618","66943","001618"
"L66581003117","66581","003117"
"L67057000804","67057","000804"
"L66635002472","66635","002472"
"L66889000505","66889","000505"
"L66889003725","66889","003725"
"L66889003724","66889","003724"
"L66889000506","66889","000506"
"L66889003730","66889","003730"
"L66889003731","66889","003731"
"L66889003726","66889","003726"
"L66861003964","66861","003964"
"L66367000941","66367","000941"
"L66743002754","66743","002754"
"L66889002550","66889","002550"
"L66371001163","66371","001163"
"L65896001726","65896","001726"
"L65896001727","65896","001727"
"L65884000474","65884","000474"
"L67090000721","67090","000721"
"L65884000465","65884","000465"
"L65884000483","65884","000483"
"L65884000478","65884","000478"
"l66901001306","66901","001306"
"l66901000984","66901","000984"
"L66577003761","66577","003761"
"L65910017575","65910","017575"
"L67056001636","67056","001636"
"L66943000721","66943","000721"
"L66495016894","66495","016894"
"L67175019472","67175","019472"
"L65964019037","65964","019037"
"L66343010780","66343","010780"
"L66224013817","66224","013817"
"L66253000673","66253","000673"
"L66581004962","66581","004962"
"L66085000745","66085","000745"
"L66866006968","66866","006968"
"L66343014652","66343","014652"
"L66955002825","66955","002825"
"L66955002823","66955","002823"
"L66955002558","66955","002558"
"L66203002265","66203","002265"
"L66570003160","66570","003160"
"L66862007602","66862","007602"
"L66981005732","66981","005732"
"L66224016275","66224","016275"
"L67175014423","67175","014423"
"L67175014421","67175","014421"
"L66581005749","66581","005749"
"L67005006450","67005","006450"
"L66523005919","66523","005919"
"L66100007243","66100","007243"
"L66866006489","66866","006489"
"L66470001007","66470","001007"
"L66260000619","66260","000619"
"L66341000797","66341","000797"
"L66535002812","66535","002812"
"L66638000985","66638","000985"
"L66365003084","66365","003084"
"L66084006779","66084","006779"
"L66199011774","66199","011774"
"L67090000310","67090","000310"
"L66560000008","66560","000008"
"L66257000253","66257","000253"
"L66591000740","66591","000740"
"L66777000704","66777","000704"
"L66179001619","66179","001619"
"L66889002541","66889","002541"
"L66564000371","66564","000371"
"L67175003425","67175","003425"
"L67077000856","67077","000856"
"L67078002852","67078","002852"
"L66955001013","66955","001013"
"L66866006273","66866","006273"
"L67078005036","67078","005036"
"L66289001594","66289","001594"
"L66563000044","66563","000044"
"L66367001060","66367","001060"
"L66084003739","66084","003739"
"L66862002724","66862","002724"
"L65969001041","65969","001041"
"L66257002600","66257","002600"
"L66591001930","66591","001930"
"L66862011638","66862","011638"
"L66578001644","66578","001644"
"L66564000180","66564","000180"
"L67175009781","67175","009781"
"L66500003574","66500","003574"
"L67005005925","67005","005925"
"L67088000583","67088","000583"
"L66012004204","66012","004204"
"L66862011356","66862","011356"
"L66630001706","66630","001706"
"L66659001687","66659","001687"
"L66342003544","66342","003544"
"L66579001316","66579","001316"
"L66136000299","66136","000299"
"L66012005095","66012","005095"
"L66136000295","66136","000295"
"L66861008766","66861","008766"
"L66570003800","66570","003800"
"L66495011908","66495","011908"
"L65794003001","65794","003001"
"L66664000198","66664","000198"
"L67091000612","67091","000612"
"L66886001836","66886","001836"
"L65835003869","65835","003869"
"L66255000764","66255","000764"
"L66943003179","66943","003179"
"L66943003195","66943","003195"
"L66943003192","66943","003192"
"L66659003759","66659","003759"
"L66569001290","66569","001290"
"L66463000714","66463","000714"
"L66196000591","66196","000591"
"L66496000755","66496","000755"
"L66890000438","66890","000438"
"L66901000922","66901","000922"
"L66866010326","66866","010326"
"L66341002537","66341","002537"
"L66866001926","66866","001926"
"L66943006271","66943","006271"
"L67088004739","67088","004739"
"L65883003287","65883","003287"
"L66943002233","66943","002233"
"L66850008024","66850","008024"
"L66850007914","66850","007914"
"L66720002211","66720","002211"
"L66632006405","66632","006405"
"L66862008511","66862","008511"
"L66802001474","66802","001474"
"L66632000471","66632","000471"
"L66179001343","66179","001343"
"L66258000200","66258","000200"
"L66635002926","66635","002926"
"L65967000569","65967","000569"
"L67005002008","67005","002008"
"L66889004189","66889","004189"
"L66889002226","66889","002226"
"L66570000171","66570","000171"
"L65811000667","65811","000667"
"L66659004699","66659","004699"
"L66367001426","66367","001426"
"L66201003097","66201","003097"
"L66955000279","66955","000279"
"L66274000241","66274","000241"
"L65937004593","65937","004593"
"L66639002048","66639","002048"
"L66744008015","66744","008015"
"L66744002739","66744","002739"
"L66803000321","66803","000321"
"L66981005582","66981","005582"
"L66630007757","66630","007757"
"L66630000022","66630","000022"
"L66659001155","66659","001155"
"L66862006585","66862","006585"
"L66955000248","66955","000248"
"L66254001075","66254","001075"
"L66896001219","66896","001219"
"L66461000753","66461","000753"
"L66700000507","66700","000507"
"L66943011244","66943","011244"
"L66471002971","66471","002971"
"L67240002668","67240","002668"
"L67005006228","67005","006228"
"L66772003361","66772","003361"
"L66944000927","66944","000927"
"L66535009797","66535","009797"
"L66981002053","66981","002053"
"L67005006942","67005","006942"
"L66744006085","66744","006085"
"L66290000872","66290","000872"
"L67027000020","67027","000020"
"L66223002941","66223","002941"
"L67080000045","67080","000045"
"L66866004317","66866","004317"
"l66261002698","66261","002698"
"L66343005191","66343","005191"
"L66659002116","66659","002116"
"L66862010855","66862","010855"
"L67080003036","67080","003036"
"L66258002983","66258","002983"
"L66941005663","66941","005663"
"L67084019961","67084","019961"
"L67078000373","67078","000373"
"L65714002674","65714","002674"
"L66477001840","66477","001840"
"L66570001439","66570","001439"
"L66367000937","66367","000937"
"L66257002588","66257","002588"
"L67091001989","67091","001989"
"L65794002307","65794","002307"
"L66866011169","66866","011169"
"L66862007814","66862","007814"
"L66124001970","66124","001970"
"L66632002890","66632","002890"
"L66373004055","66373","004055"
"L66721002392","66721","002392"
"L66289000064","66289","000064"
"L67056000570","67056","000570"
"L66017001451","66017","001451"
"L67078001707","67078","001707"
"L66943011718","66943","011718"
"L66264003555","66264","003555"
"L67273000257","67273","000257"
"L66264003560","66264","003560"
"L66268000513","66268","000513"
"L66196000807","66196","000807"
"L66659004640","66659","004640"
"L66886000802","66886","000802"
"L66196000808","66196","000808"
"L65794002699","65794","002699"
"L67088002704","67088","002704"
"L66886000797","66886","000797"
"L67351000174","67351","000174"
"L66196000655","66196","000655"
"L66886000789","66886","000789"
"L66886000793","66886","000793"
"L67261001613","67261","001613"
"L66099004161","66099","004161"
"L66900000581","66900","000581"
"L66100004126","66100","004126"
"L66099001084","66099","001084"
"L66862008857","66862","008857"
"L66773001251","66773","001251"
"L66722002544","66722","002544"
"L66743002724","66743","002724"
"L67088006126","67088","006126"
"L66886000794","66886","000794"
"L66850000557","66850","000557"
"L66664001325","66664","001325"
"L66472000377","66472","000377"
"L66074002011","66074","002011"
"L66331000070","66331","000070"
"L66886000790","66886","000790"
"L66886000798","66886","000798"
"L67248005710","67248","005710"
"L66659001094","66659","001094"
"L66898000023","66898","000023"
"L66009000422","66009","000422"
"L66261002243","66261","002243"
"L66665000501","66665","000501"
"L67166001639","67166","001639"
"L66259000542","66259","000542"
"L66112001245","66112","001245"
"L66722003391","66722","003391"
"L66119001747","66119","001747"
"L67261004848","67261","004848"
"L66861009727","66861","009727"
"L67088005376","67088","005376"
"L66255000197","66255","000197"
"L66944003906","66944","003906"
"L66365000055","66365","000055"
"L67088002899","67088","002899"
"L66500001397","66500","001397"
"L66721002054","66721","002054"
"L66577000936","66577","000936"
"L66704002015","66704","002015"
"L66861011873","66861","011873"
"L66777009771","66777","009771"
"L67304010819","67304","010819"
"L67178000545","67178","000545"
"L65686000403","65686","000403"
"L67057000969","67057","000969"
"l67022000275","67022","000275"
"L66805000796","66805","000796"
"L66581001027","66581","001027"
"L66861003215","66861","003215"
"L67178000413","67178","000413"
"L67248000197","67248","000197"
"L67274000016","67274","000016"
"L67055000584","67055","000584"
"L66495016715","66495","016715"
"L66488000273","66488","000273"
"L67088004162","67088","004162"
"L67080002149","67080","002149"
"L65998000601","65998","000601"
"L66808001229","66808","001229"
"L66808001239","66808","001239"
"L65766000672","65766","000672"
"L66468001990","66468","001990"
"L66866007526","66866","007526"
"L66986004071","66986","004071"
"L66204000425","66204","000425"
"L66014010514","66014","010514"
"L66808001230","66808","001230"
"L66767000276","66767","000276"
"L67080002099","67080","002099"
"L67005003496","67005","003496"
"L67078005163","67078","005163"
"L66261000279","66261","000279"
"L66889001341","66889","001341"
"L67091002366","67091","002366"
"L66986004430","66986","004430"
"L66781000653","66781","000653"
"L67202000923","67202","000923"
"L67202000907","67202","000907"
"L66515003012","66515","003012"
"L66861000467","66861","000467"
"L66474001429","66474","001429"
"L66495015360","66495","015360"
"L66861002045","66861","002045"
"L66943011628","66943","011628"
"L66523004235","66523","004235"
"L66571000045","66571","000045"
"L66722001074","66722","001074"
"L66804000435","66804","000435"
"L66343003211","66343","003211"
"L66567003146","66567","003146"
"L66943008460","66943","008460"
"L66523005248","66523","005248"
"L66570000377","66570","000377"
"L66010000433","66010","000433"
"L66523000395","66523","000395"
"L67296002229","67296","002229"
"L66894001598","66894","001598"
"L67057001577","67057","001577"
"L66628006150","66628","006150"
"L66628006120","66628","006120"
"L66628006122","66628","006122"
"L66628006134","66628","006134"
"L65998006595","65998","006595"
"L66628000226","66628","000226"
"L66943004411","66943","004411"
"L66073010208","66073","010208"
"L66777002261","66777","002261"
"L66535015934","66535","015934"
"L66777002262","66777","002262"
"L66772002900","66772","002900"
"L66461001928","66461","001928"
"L66639001742","66639","001742"
"L67030000768","67030","000768"
"L66009002260","66009","002260"
"L67090001964","67090","001964"
"L67090000171","67090","000171"
"l66866003870","66866","003870"
"L67233000635","67233","000635"
"L67091000940","67091","000940"
"L66773001185","66773","001185"
"L67354005106","67354","005106"
"L66073010087","66073","010087"
"L65875017039","65875","017039"
"L65875017038","65875","017038"
"L66664000882","66664","000882"
"L66373003353","66373","003353"
"L66496000133","66496","000133"
"L66641000335","66641","000335"
"L66264000902","66264","000902"
"L67261002243","67261","002243"
"L66199003285","66199","003285"
"L66772007222","66772","007222"
"L66228002161","66228","002161"
"L66744005891","66744","005891"
"L66850000054","66850","000054"
"L66808001522","66808","001522"
"L66981005809","66981","005809"
"L66664000952","66664","000952"
"L67296001277","67296","001277"
"L65721000386","65721","000386"
"L66980000088","66980","000088"
"L67175007415","67175","007415"
"L67088002507","67088","002507"
"L66719000397","66719","000397"
"L67261000355","67261","000355"
"L66495007415","66495","007415"
"L65998005813","65998","005813"
"L66894002920","66894","002920"
"L66199002937","66199","002937"
"L66203002979","66203","002979"
"L66567001318","66567","001318"
"L66632006839","66632","006839"
"L66861002006","66861","002006"
"L66577000205","66577","000205"
"L66866011787","66866","011787"
"L66664001457","66664","001457"
"L66256001285","66256","001285"
"L66252000378","66252","000378"
"L66563000223","66563","000223"
"L66861009919","66861","009919"
"L66084007455","66084","007455"
"L66700001640","66700","001640"
"L66077001688","66077","001688"
"L66862011211","66862","011211"
"L66664000074","66664","000074"
"L66568000964","66568","000964"
"L66981003197","66981","003197"
"L67056001706","67056","001706"
"L67080001099","67080","001099"
"L66944001333","66944","001333"
"L66944001156","66944","001156"
"L66138002907","66138","002907"
"L67175003369","67175","003369"
"L66581005385","66581","005385"
"L66861011023","66861","011023"
"L66293000090","66293","000090"
"L65896001716","65896","001716"
"L66579000182","66579","000182"
"L65896001722","65896","001722"
"L65896001729","65896","001729"
"L65896001720","65896","001720"
"L67261002078","67261","002078"
"L65896001719","65896","001719"
"L66805001110","66805","001110"
"L67261001905","67261","001905"
"L66577002822","66577","002822"
"L66805000416","66805","000416"
"L66365001622","66365","001622"
"L66862002886","66862","002886"
"L66862002951","66862","002951"
"L66635000826","66635","000826"
"L67005006189","67005","006189"
"L66581011758","66581","011758"
"L66892001981","66892","001981"
"L66892001978","66892","001978"
"L66772003780","66772","003780"
"L67220000740","67220","000740"
"L66642001200","66642","001200"
"L66889001890","66889","001890"
"L66943003101","66943","003101"
"L66261003746","66261","003746"
"L66772003267","66772","003267"
"L66500004420","66500","004420"
"L67274000928","67274","000928"
"L66943003103","66943","003103"
"L66889001901","66889","001901"
"L66943003115","66943","003115"
"L66015001392","66015","001392"
"L66861011815","66861","011815"
"L66803000251","66803","000251"
"L66628007437","66628","007437"
"L65875014720","65875","014720"
"L66495005947","66495","005947"
"L66981004010","66981","004010"
"L66772002145","66772","002145"
"L66495005963","66495","005963"
"L67175009701","67175","009701"
"L66779000598","66779","000598"
"L66495011919","66495","011919"
"L67088000832","67088","000832"
"L66578000835","66578","000835"
"L67246000808","67246","000808"
"L66943013230","66943","013230"
"L67175003338","67175","003338"
"L66099011138","66099","011138"
"L67166001885","67166","001885"
"L67220001629","67220","001629"
"L67175006171","67175","006171"
"L66896000919","66896","000919"
"L66342000554","66342","000554"
"L66979001172","66979","001172"
"L66139002314","66139","002314"
"L66139004166","66139","004166"
"L67170000254","67170","000254"
"L66861008047","66861","008047"
"L66201001148","66201","001148"
"L67331000220","67331","000220"
"L66802000865","66802","000865"
"L66121012470","66121","012470"
"L66943005909","66943","005909"
"L67178008738","67178","008738"
"L67296001272","67296","001272"
"L67296001289","67296","001289"
"L67080005160","67080","005160"
"L65794002040","65794","002040"
"L66943016774","66943","016774"
"L67331000231","67331","000231"
"L66592000777","66592","000777"
"L67246001477","67246","001477"
"L67030000400","67030","000400"
"L66889002190","66889","002190"
"L65794001800","65794","001800"
"L66889000019","66889","000019"
"L67220001010","67220","001010"
"L66804000467","66804","000467"
"L66567000178","66567","000178"
"L66632003136","66632","003136"
"L66955003564","66955","003564"
"L66515000476","66515","000476"
"L66777005510","66777","005510"
"L67219000949","67219","000949"
"L66085001215","66085","001215"
"L67273002018","67273","002018"
"L67273002006","67273","002006"
"L66901000541","66901","000541"
"L67080002959","67080","002959"
"L66495011955","66495","011955"
"L66501002066","66501","002066"
"L67273000123","67273","000123"
"L66085002801","66085","002801"
"L67057002024","67057","002024"
"L66256000833","66256","000833"
"L66808000351","66808","000351"
"L66007000969","66007","000969"
"L66850007683","66850","007683"
"L66009002831","66009","002831"
"L66805001009","66805","001009"
"L66560000569","66560","000569"
"L67248004780","67248","004780"
"L66941003248","66941","003248"
"L66703000587","66703","000587"
"L67249000118","67249","000118"
"L66632001275","66632","001275"
"L67077000556","67077","000556"
"L67351009648","67351","009648"
"L66138000610","66138","000610"
"L66121006913","66121","006913"
"L67219000866","67219","000866"
"L66259000495","66259","000495"
"L67022000102","67022","000102"
"L66722000935","66722","000935"
"L66253003477","66253","003477"
"L66638004807","66638","004807"
"L65833000228","65833","000228"
"L66980000628","66980","000628"
"L67080000900","67080","000900"
"L67261003109","67261","003109"
"L66702002698","66702","002698"
"L66497000740","66497","000740"
"L66744005114","66744","005114"
"L66367001545","66367","001545"
"L67021000050","67021","000050"
"L66743000799","66743","000799"
"L66461000040","66461","000040"
"L67261006468","67261","006468"
"L66373006863","66373","006863"
"L66943002636","66943","002636"
"L67203001487","67203","001487"
"L66943006033","66943","006033"
"L66772001431","66772","001431"
"L67296002449","67296","002449"
"L67175002122","67175","002122"
"L66099005781","66099","005781"
"L66941000948","66941","000948"
"L66329001797","66329","001797"
"L67166001626","67166","001626"
"L67351005432","67351","005432"
"L67349005852","67349","005852"
"L67355001848","67355","001848"
"L66341001418","66341","001418"
"L66329001089","66329","001089"
"l66801001468","66801","001468"
"l66223002033","66223","002033"
"l66223002042","66223","002042"
"L67261003561","67261","003561"
"L66462000351","66462","000351"
"L66803002414","66803","002414"
"L66702002497","66702","002497"
"L67249000713","67249","000713"
"L66861011508","66861","011508"
"L66866005832","66866","005832"
"l66570000091","66570","000091"
"L65883001171","65883","001171"
"L66136001520","66136","001520"
"L66808001858","66808","001858"
"L66461001319","66461","001319"
"L67027001005","67027","001005"
"L66981007590","66981","007590"
"L66944002754","66944","002754"
"L66294000831","66294","000831"
"L66581010298","66581","010298"
"L66805000726","66805","000726"
"L66495018698","66495","018698"
"L67146000559","67146","000559"
"L66808000113","66808","000113"
"L65769002676","65769","002676"
"L66955001702","66955","001702"
"L67246000920","67246","000920"
"L67027000565","67027","000565"
"L67220001162","67220","001162"
"L67261006272","67261","006272"
"L66581002890","66581","002890"
"L67246001200","67246","001200"
"L66515004865","66515","004865"
"L67027000751","67027","000751"
"L66892001280","66892","001280"
"L66632006149","66632","006149"
